,Features options,Name,Type,Train acc,OOB acc,Train acc - OOB acc,Full Cross acc,Full Cross acc STD,Full Cross acc - 3*STD,Full Train - Cross acc-STD*3,Spec Cross acc,Spec Cross acc STD,Spec Cross acc - 3*STD,Spec Train - Cross acc-STD*3,Time sec,Train auc,Train f1 died,Train f1 survived,Train precision died,Train precision survived,Train recall died,Train recall survived,Num features,Features,Classifier options
0,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",KNN 5,Single,86.5,,,83.1,2.3,76.1,10.4,81.3,2.0,75.2,11.3,427,0.93,0.89,0.82,0.88,0.85,0.91,0.79,35,"['Sex', 'Age', 'Parch', 'Family size', 'Fare 13.5+', 'Fare log', 'Title_Master', 'Title_Miss', 'Title_Mr', 'Title_Mrs', 'SibSpBin_0', 'SibSpBin_2', 'SibSpBin_3', 'SibSpBin_4', 'SibSpBin_5+', 'ParchBin_1', 'ParchBin_3', 'ParchBin_4+', 'Family size bin_1', 'Family size bin_4', 'Family size bin_567', 'Family size bin_8+', 'DeckBin_B', 'DeckBin_CF', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_1', 'Pclass_2', 'Pclass_3', 'Embarked_S', 'Known family/ticket survived %', 'Family/ticket survival known', 'Age Bin_11-24', 'Age Bin_4-11', 'Age Bin_42+']","{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
1,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",KNN 9,Single,85.9,,,82.8,2.2,76.2,9.6,83.3,1.8,77.8,8.1,352,0.92,0.89,0.8,0.85,0.87,0.93,0.75,16,"['Sex', 'Age', 'Fare 13.5+', 'Title_Master', 'Title_Mr', 'Title_Mrs', 'SibSpBin_5+', 'ParchBin_3', 'Family size bin_1', 'Family size bin_567', 'Family size bin_8+', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_3', 'Known family/ticket survived %', 'Age Bin_42+']","{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}"
2,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",KNN 12,Single,85.4,,,82.5,2.3,75.8,9.6,84.1,2.0,78.1,7.3,975,0.92,0.89,0.79,0.84,0.89,0.94,0.71,15,"['Sex', 'Age', 'Fare 13.5+', 'Title_Master', 'Title_Mr', 'Title_Mrs', 'SibSpBin_5+', 'Family size bin_1', 'Family size bin_567', 'Family size bin_8+', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_3', 'Known family/ticket survived %', 'Age Bin_42+']","{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 12, 'p': 2, 'weights': 'uniform'}"
3,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",KNN 15,Single,85.5,,,82.5,2.9,73.8,11.7,83.6,2.1,77.4,8.1,507,0.91,0.89,0.79,0.84,0.89,0.94,0.71,15,"['Sex', 'Age', 'Fare 13.5+', 'Title_Master', 'Title_Mr', 'Title_Mrs', 'SibSpBin_5+', 'Family size bin_1', 'Family size bin_567', 'Family size bin_8+', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_3', 'Known family/ticket survived %', 'Age Bin_42+']","{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}"
4,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",Grid KNN,Grid,85.4,,,82.6,2.5,75.0,10.4,84.1,1.9,78.4,7.0,894,0.92,0.89,0.79,0.84,0.89,0.94,0.71,15,"['Sex', 'Age', 'Fare 13.5+', 'Title_Master', 'Title_Mr', 'Title_Mrs', 'SibSpBin_5+', 'Family size bin_1', 'Family size bin_567', 'Family size bin_8+', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_3', 'Known family/ticket survived %', 'Age Bin_42+']","{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 12, 'p': 2, 'weights': 'uniform'}"
