,Name,CV folds,Train acc,Cross acc,Cross acc STD,Cross acc - 3*STD,Train - Cross acc-STD*3,Time sec,Train auc,Train f1 died,Train f1 survived,Train precision died,Train precision survived,Train recall died,Train recall survived,Classifier options
0,Log,5,84.6,83.5,2.2,76.7,7.9,56,0.9,0.88,0.79,0.86,0.82,0.89,0.77,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'warn', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 54, 'solver': 'liblinear', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}"
