,Features options,Name,CV folds,Train acc RFE,Train acc,Cross acc,Cross acc STD,Cross acc - 3*STD,Train - Cross acc-STD*3,Time sec,Train auc,Train f1 died,Train f1 survived,Train precision died,Train precision survived,Train recall died,Train recall survived,Classifier options
0,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",Log,5,84.5,84.8,83.5,2.1,77.3,7.6,61,0.9,0.88,0.8,0.87,0.82,0.89,0.78,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'warn', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 54, 'solver': 'liblinear', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}"
