,Features options,Name,Type,Train acc,OOB acc,Train acc - OOB acc,Full Cross acc,Full Cross acc STD,Full Cross acc - 3*STD,Full Train - Cross acc-STD*3,Spec Cross acc,Spec Cross acc STD,Spec Cross acc - 3*STD,Spec Train - Cross acc-STD*3,Time sec,Train auc,Train f1 died,Train f1 survived,Train precision died,Train precision survived,Train recall died,Train recall survived,Num features,Features,Classifier options
0,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",XGB 2,Single,90.6,,,83.5,2,77.5,13.1,84.1,1.9,78.4,12.1,2745,0.96,0.92,0.87,0.91,0.9,0.94,0.85,11,"['Sex', 'Family size', 'Fare log', 'Title_Mr', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_3', 'Known family/ticket survived %', 'Family/ticket survival known', 'Age Bin_24-32', 'Age Bin_32-42']","{'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_delta_step': 0, 'max_depth': 2, 'min_child_weight': 1, 'missing': None, 'n_estimators': 1000, 'n_jobs': -1, 'nthread': None, 'objective': 'binary:logistic', 'random_state': 54, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'seed': None, 'silent': None, 'subsample': 1, 'verbosity': 1}"
1,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",XGB 3,Single,87.4,,,83,1.9,77.1,10.3,84.8,1.7,79.6,7.8,3069,0.92,0.9,0.82,0.87,0.89,0.94,0.77,7,"['Title_Mr', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_3', 'Known family/ticket survived %', 'Age Bin_24-32', 'Age Bin_32-42']","{'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_delta_step': 0, 'max_depth': 3, 'min_child_weight': 1, 'missing': None, 'n_estimators': 1000, 'n_jobs': -1, 'nthread': None, 'objective': 'binary:logistic', 'random_state': 54, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'seed': None, 'silent': None, 'subsample': 1, 'verbosity': 1}"
2,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",XGB 4,Single,88.6,,,83.2,2.1,76.9,11.6,85.7,1.7,80.6,7.9,3390,0.93,0.91,0.84,0.88,0.89,0.94,0.8,7,"['Parch', 'Title_Mr', 'DeckBin_B', 'DeckBin_DE', 'Pclass_3', 'Known family/ticket survived %', 'Age Bin_32-42']","{'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_delta_step': 0, 'max_depth': 4, 'min_child_weight': 1, 'missing': None, 'n_estimators': 1000, 'n_jobs': -1, 'nthread': None, 'objective': 'binary:logistic', 'random_state': 54, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'seed': None, 'silent': None, 'subsample': 1, 'verbosity': 1}"
3,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",XGB 5,Single,86.2,,,83.1,2.4,76,10.1,84.7,1.9,78.9,7.3,4956,0.91,0.89,0.81,0.85,0.88,0.94,0.74,4,"['Fare 13.5+', 'Title_Mr', 'Pclass_3', 'Known family/ticket survived %']","{'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_delta_step': 0, 'max_depth': 5, 'min_child_weight': 1, 'missing': None, 'n_estimators': 1000, 'n_jobs': -1, 'nthread': None, 'objective': 'binary:logistic', 'random_state': 54, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'seed': None, 'silent': None, 'subsample': 1, 'verbosity': 1}"
4,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",XGB 6,Single,87.5,,,83.1,2.4,75.9,11.7,85.1,1.8,79.8,7.8,8025,0.93,0.9,0.83,0.87,0.89,0.94,0.77,7,"['Parch', 'Title_Mr', 'Family size bin_4', 'DeckBin_B', 'DeckBin_DE', 'Pclass_3', 'Known family/ticket survived %']","{'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 1, 'missing': None, 'n_estimators': 1000, 'n_jobs': -1, 'nthread': None, 'objective': 'binary:logistic', 'random_state': 54, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'seed': None, 'silent': None, 'subsample': 1, 'verbosity': 1}"
0,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",Grid XGB,Grid,86.5,,,83.9,2.8,75.6,11,85.3,1.9,79.7,6.9,12057,0.92,0.89,0.81,0.86,0.87,0.93,0.76,10,"['Sex', 'Age', 'Family size', 'Fare log', 'Title_Mr', 'DeckBin_DE', 'DeckBin_unknown_T', 'Pclass_3', 'Known family/ticket survived %', 'Age Bin_24-32']","{'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 0.75, 'gamma': 0, 'learning_rate': 0.01, 'max_delta_step': 0, 'max_depth': 3, 'min_child_weight': 0.5, 'missing': None, 'n_estimators': 250, 'n_jobs': -1, 'nthread': None, 'objective': 'binary:logistic', 'random_state': 54, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'seed': None, 'silent': None, 'subsample': 0.75, 'verbosity': 1}"
5,"{'Family size': 'Both', 'Fare': 'Log+13.5', 'Age': 'Bin+Num'}",XGB 7,Single,85.9,,,82.9,2.4,75.7,10.2,84.5,1.9,78.7,7.2,8604,0.89,0.89,0.8,0.85,0.88,0.94,0.73,3,"['Title_Mr', 'Pclass_3', 'Known family/ticket survived %']","{'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_delta_step': 0, 'max_depth': 7, 'min_child_weight': 1, 'missing': None, 'n_estimators': 1000, 'n_jobs': -1, 'nthread': None, 'objective': 'binary:logistic', 'random_state': 54, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'seed': None, 'silent': None, 'subsample': 1, 'verbosity': 1}"
